Area Code,Area,Item Code,Item,Element Code,Element,Unit,Y1991,Y1991F,Y1991N,Y1992,Y1992F,Y1992N,Y1993,Y1993F,Y1993N,Y1994,Y1994F,Y1994N,Y1995,Y1995F,Y1995N,Y1996,Y1996F,Y1996N,Y1997,Y1997F,Y1997N,Y1998,Y1998F,Y1998N,Y1999,Y1999F,Y1999N,Y2000,Y2000F,Y2000N,Y2001,Y2001F,Y2001N,Y2002,Y2002F,Y2002N,Y2003,Y2003F,Y2003N,Y2004,Y2004F,Y2004N,Y2005,Y2005F,Y2005N,Y2006,Y2006F,Y2006N,Y2007,Y2007F,Y2007N,Y2008,Y2008F,Y2008N,Y2009,Y2009F,Y2009N,Y2010,Y2010F,Y2010N,Y2011,Y2011F,Y2011N,Y2012,Y2012F,Y2012N,Y2013,Y2013F,Y2013N,Y2014,Y2014F,Y2014N,Y2015,Y2015F,Y2015N,Y2016,Y2016F,Y2016N,Y2017,Y2017F,Y2017N,Y2018,Y2018F,Y2018N,Y2019,Y2019F,Y2019N,Y2020,Y2020F,Y2020N
"58","Ecuador","23080","FDI inflows to Agriculture, Forestry and Fishing","6141","Share of Total FDI inflows US$","%","1.436215","Fc","Calculated","0.730760","Fc","Calculated","1.984274","Fc","Calculated","0.694051","Fc","Calculated","0.994563","Fc","Calculated","0.960666","Fc","Calculated","0.897870","Fc","Calculated","1.724192","Fc","Calculated","0.293022","Fc","Calculated","-5.546225","Fc","Calculated","3.472167","Fc","Calculated","1.991673","Fc","Calculated","5.725675","Fc","Calculated","8.710302","Fc","Calculated","4.843803","Fc","Calculated","17.691551","Fc","Calculated","13.123265","Fc","Calculated","1.938221","Fc","Calculated","16.950416","Fc","Calculated","6.439282","Fc","Calculated","0.069651","Fc","Calculated","3.144109","Fc","Calculated","2.855319","Fc","Calculated","5.009066","Fc","Calculated","5.090703","Fc","Calculated","5.538690","Fc","Calculated","19.936925","Fc","Calculated","5.018097","Fc","Calculated","10.181811","Fc","Calculated","-1.026600","Fc","Calculated"
"58","Ecuador","23082","Total FDI inflows","6110","Value US$","millions","160.143100","X","UNCTAD","177.896900","X","UNCTAD","473.725000","X","UNCTAD","576.326500","X","UNCTAD","452.460200","X","UNCTAD","499.653300","X","UNCTAD","723.935800","X","UNCTAD","869.972900","X","UNCTAD","648.415300","X","UNCTAD","-23.439368","X","UNCTAD","538.568575","X","UNCTAD","783.261000","X","UNCTAD","871.513000","X","UNCTAD","836.940000","X","UNCTAD","493.414000","X","UNCTAD","271.429000","X","UNCTAD","194.159000","X","UNCTAD","1057.155000","X","UNCTAD","308.606000","X","UNCTAD","165.857000","X","UNCTAD","646.077359","X","UNCTAD","567.410301","X","UNCTAD","727.064206","X","UNCTAD","776.591946","X","UNCTAD","1331.250337","X","UNCTAD","755.954868","X","UNCTAD","624.469412","X","UNCTAD","1388.175763","X","UNCTAD","961.518496","X","UNCTAD","1016.949293","X","UNCTAD"
"58","Ecuador","23082","Total FDI inflows","6184","Value US$, 2015 prices","millions","429.673284","Fc","Calculated","457.616136","Fc","Calculated","1187.230118","Fc","Calculated","1255.875957","Fc","Calculated","937.020860","Fc","Calculated","1019.563283","Fc","Calculated","1380.500418","Fc","Calculated","1724.203819","Fc","Calculated","1743.689359","Fc","Calculated","-68.300706","Fc","Calculated","1222.103009","Fc","Calculated","1585.712290","Fc","Calculated","1595.379966","Fc","Calculated","1469.463002","Fc","Calculated","804.133658","Fc","Calculated","409.586066","Fc","Calculated","274.716241","Fc","Calculated","1313.839902","Fc","Calculated","381.040222","Fc","Calculated","190.560501","Fc","Calculated","702.525264","Fc","Calculated","587.687275","Fc","Calculated","730.438834","Fc","Calculated","757.244353","Fc","Calculated","1331.250337","Fc","Calculated","741.844977","Fc","Calculated","601.116054","Fc","Calculated","1312.385500","Fc","Calculated","910.580617","Fc","Calculated",,,
"59","Egypt","23080","FDI inflows to Agriculture, Forestry and Fishing","6110","Value US$","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.500000","X","INTRACEN","123.300000","X","INTRACEN","76.300003","X","INTRACEN","261.600010","X","INTRACEN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"59","Egypt","23080","FDI inflows to Agriculture, Forestry and Fishing","6184","Value US$, 2015 prices","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60.326705","Fc","Calculated","220.118432","Fc","Calculated","117.025262","Fc","Calculated","368.338142","Fc","Calculated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"59","Egypt","23080","FDI inflows to Agriculture, Forestry and Fishing","6141","Share of Total FDI inflows US$","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.293743","Fc","Calculated","1.064942","Fc","Calculated","0.803615","Fc","Calculated","3.897729","Fc","Calculated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"59","Egypt","23082","Total FDI inflows","6110","Value US$","millions","253.000000","X","UNCTAD","459.000000","X","UNCTAD","1206.500000","X","UNCTAD","1133.400000","X","UNCTAD","595.200000","X","UNCTAD","636.400000","X","UNCTAD","886.900000","X","UNCTAD","1075.500000","X","UNCTAD","1065.300000","X","UNCTAD","1235.400000","X","UNCTAD","509.900000","X","UNCTAD","646.900000","X","UNCTAD","237.400000","X","UNCTAD","2157.400000","X","UNCTAD","5375.600000","X","UNCTAD","10042.800000","X","UNCTAD","11578.100000","X","UNCTAD","9494.600000","X","UNCTAD","6711.600000","X","UNCTAD","6385.600000","X","UNCTAD","-483.000000","X","UNCTAD","6031.000000","X","UNCTAD","4256.000000","X","UNCTAD","4612.000000","X","UNCTAD","6925.200000","X","UNCTAD","8106.800000","X","UNCTAD","7408.700000","X","UNCTAD","8141.300000","X","UNCTAD","9010.000000","X","UNCTAD","5851.800000","X","UNCTAD"
"59","Egypt","23082","Total FDI inflows","6184","Value US$, 2015 prices","millions","721.679774","Fc","Calculated","1195.570918","Fc","Calculated","2924.642874","Fc","Calculated","2557.425877","Fc","Calculated","1207.128385","Fc","Calculated","1206.257984","Fc","Calculated","1607.926321","Fc","Calculated","1898.569938","Fc","Calculated","1892.120870","Fc","Calculated","2221.071594","Fc","Calculated","1000.910811","Fc","Calculated","1373.930367","Fc","Calculated","607.722219","Fc","Calculated","5377.702997","Fc","Calculated","11735.887942","Fc","Calculated","20537.255319","Fc","Calculated","20669.531360","Fc","Calculated","14562.359278","Fc","Calculated","9450.069486","Fc","Calculated","8278.934328","Fc","Calculated","-591.844312","Fc","Calculated","6313.352043","Fc","Calculated","4649.353941","Fc","Calculated","4665.414329","Fc","Calculated","6925.200000","Fc","Calculated","9945.675910","Fc","Calculated","13114.507438","Fc","Calculated","11858.207803","Fc","Calculated","10901.747547","Fc","Calculated",,,
"59","Egypt","23085","Total FDI outflows","6110","Value US$","millions","62.000000","X","UNCTAD","4.000000","X","UNCTAD","25.000000","X","UNCTAD","62.300000","X","UNCTAD","34.200000","X","UNCTAD","4.900000","X","UNCTAD","165.900000","X","UNCTAD","45.500000","X","UNCTAD","37.500000","X","UNCTAD","51.200000","X","UNCTAD","12.400000","X","UNCTAD","27.800000","X","UNCTAD","20.700000","X","UNCTAD","158.900000","X","UNCTAD","92.000000","X","UNCTAD","148.400000","X","UNCTAD","664.800000","X","UNCTAD","1920.200000","X","UNCTAD","571.100000","X","UNCTAD","1175.500000","X","UNCTAD","625.500000","X","UNCTAD","211.100000","X","UNCTAD","301.000000","X","UNCTAD","252.700000","X","UNCTAD","181.700000","X","UNCTAD","206.600000","X","UNCTAD","199.000000","X","UNCTAD","323.500000","X","UNCTAD","405.000000","X","UNCTAD","326.500000","X","UNCTAD"
"59","Egypt","23085","Total FDI outflows","6184","Value US$, 2015 prices","millions","176.854332","Fc","Calculated","10.418919","Fc","Calculated","60.601800","Fc","Calculated","140.574935","Fc","Calculated","69.361208","Fc","Calculated","9.287656","Fc","Calculated","300.772327","Fc","Calculated","80.320718","Fc","Calculated","66.605212","Fc","Calculated","92.050239","Fc","Calculated","24.340643","Fc","Calculated","59.043537","Fc","Calculated","52.990101","Fc","Calculated","396.086496","Fc","Calculated","200.852312","Fc","Calculated","303.474000","Fc","Calculated","1186.818601","Fc","Calculated","2945.110093","Fc","Calculated","804.120431","Fc","Calculated","1524.036473","Fc","Calculated","766.456764","Fc","Calculated","220.983024","Fc","Calculated","328.819440","Fc","Calculated","255.626670","Fc","Calculated","181.700000","Fc","Calculated","253.463345","Fc","Calculated","352.259773","Fc","Calculated","471.193817","Fc","Calculated","490.034157","Fc","Calculated",,,
"60","El Salvador","23080","FDI inflows to Agriculture, Forestry and Fishing","6110","Value US$","millions",,,,,,,,,,,,,,,,,,,,,,"21.000000","X","UNCTAD",,,,"1.000000","X","UNCTAD","30.000000","X","UNCTAD","8.500000","X","UNCTAD","-1.700000","X","UNCTAD","21.799999","X","UNCTAD","-1.500000","X","UNCTAD","0.550000","X","INTRACEN","1.920000","X","INTRACEN",,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.550000","X","INTRACEN","10.290000","X","INTRACEN","-5.810000","X","INTRACEN","-7.500000","X","INTRACEN"
"60","El Salvador","23080","FDI inflows to Agriculture, Forestry and Fishing","6184","Value US$, 2015 prices","millions",,,,,,,,,,,,,,,,,,,,,,"32.079778","Fc","Calculated",,,,"1.498118","Fc","Calculated","43.859713","Fc","Calculated","12.334518","Fc","Calculated","-2.413186","Fc","Calculated","30.413836","Fc","Calculated","-2.023751","Fc","Calculated","0.708331","Fc","Calculated","2.414949","Fc","Calculated",,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.443806","Fc","Calculated","9.917308","Fc","Calculated","-5.540774","Fc","Calculated",,,
"60","El Salvador","23080","FDI inflows to Agriculture, Forestry and Fishing","6141","Share of Total FDI inflows US$","%",,,,,,,,,,,,,,,,,,,,,,"1.904416","Fc","Calculated",,,,"0.576701","Fc","Calculated","10.752688","Fc","Calculated","1.807741","Fc","Calculated","-1.199718","Fc","Calculated","6.002202","Fc","Calculated","-0.293485","Fc","Calculated","0.228121","Fc","Calculated","0.123823","Fc","Calculated",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.736722","Fc","Calculated","1.245748","Fc","Calculated","-0.913281","Fc","Calculated","-3.741324","Fc","Calculated"
"60","El Salvador","23082","Total FDI inflows","6110","Value US$","millions","25.200000","X","UNCTAD","15.300000","X","UNCTAD","16.400000","X","UNCTAD",,,,"38.000000","X","UNCTAD",,,,"59.000000","X","UNCTAD","1102.700000","X","UNCTAD","215.800000","X","UNCTAD","173.400000","X","UNCTAD","279.000000","X","UNCTAD","470.200000","X","UNCTAD","141.700000","X","UNCTAD","363.200000","X","UNCTAD","511.100000","X","UNCTAD","241.100000","X","UNCTAD","1550.600000","X","UNCTAD","903.100000","X","UNCTAD","365.800000","X","UNCTAD","-230.300000","X","UNCTAD","218.500000","X","UNCTAD","466.841418","X","UNCTAD","179.208323","X","UNCTAD","306.339419","X","UNCTAD","396.615771","X","UNCTAD","347.424796","X","UNCTAD","889.072922","X","UNCTAD","826.009559","X","UNCTAD","636.168174","X","UNCTAD","200.463777","X","UNCTAD"
"60","El Salvador","23082","Total FDI inflows","6184","Value US$, 2015 prices","millions","55.930894","Fc","Calculated","32.995044","Fc","Calculated","33.045994","Fc","Calculated",,,,"64.689329","Fc","Calculated",,,,"92.948516","Fc","Calculated","1684.493857","Fc","Calculated","330.524842","Fc","Calculated","259.773724","Fc","Calculated","407.895333","Fc","Calculated","682.316509","Fc","Calculated","201.146121","Fc","Calculated","506.711273","Fc","Calculated","689.559335","Fc","Calculated","310.506611","Fc","Calculated","1950.322496","Fc","Calculated","1088.004125","Fc","Calculated","436.232327","Fc","Calculated","-265.621252","Fc","Calculated","234.282688","Fc","Calculated","483.691288","Fc","Calculated","183.904509","Fc","Calculated","310.345043","Fc","Calculated","396.615771","Fc","Calculated","345.157113","Fc","Calculated","874.658549","Fc","Calculated","796.092407","Fc","Calculated","606.689149","Fc","Calculated",,,
"60","El Salvador","23085","Total FDI outflows","6110","Value US$","millions",,,,,,,,,,,,,,,,"7.200000","X","UNCTAD",,,,,,,"53.800000","X","UNCTAD","-5.000000","X","UNCTAD","9.700000","X","UNCTAD","25.700000","X","UNCTAD","-18.600000","X","UNCTAD","2.700000","X","UNCTAD","-112.900000","X","UNCTAD","26.400000","X","UNCTAD","-95.400000","X","UNCTAD","-79.500000","X","UNCTAD",,,,"-4.700000","X","UNCTAD","0.100000","X","UNCTAD","0.820751","X","UNCTAD","0.101824","X","UNCTAD","-0.107030","X","UNCTAD","0.265747","X","UNCTAD","-0.428126","X","UNCTAD","0.228400","X","UNCTAD","-0.037397","X","UNCTAD","0.404826","X","UNCTAD","-0.719973","X","UNCTAD"
"60","El Salvador","23085","Total FDI outflows","6184","Value US$, 2015 prices","millions",,,,,,,,,,,,,,,,"11.602012","Fc","Calculated",,,,,,,"82.401467","Fc","Calculated","-7.490592","Fc","Calculated","14.181307","Fc","Calculated","37.293778","Fc","Calculated","-26.403090","Fc","Calculated","3.766851","Fc","Calculated","-152.320972","Fc","Calculated","33.999894","Fc","Calculated","-119.992755","Fc","Calculated","-95.777132","Fc","Calculated",,,,"-5.420842","Fc","Calculated","0.107223","Fc","Calculated","0.850374","Fc","Calculated","0.104493","Fc","Calculated","-0.108429","Fc","Calculated","0.265747","Fc","Calculated","-0.425332","Fc","Calculated","0.224697","Fc","Calculated","-0.036043","Fc","Calculated","0.386067","Fc","Calculated",,,
"61","Equatorial Guinea","23082","Total FDI inflows","6110","Value US$","millions","41.324800","X","UNCTAD","6.018320","X","UNCTAD","22.301700","X","UNCTAD","16.995500","X","UNCTAD","63.345941","X","UNCTAD","247.638559","X","UNCTAD","53.451528","X","UNCTAD","274.768117","X","UNCTAD","154.296174","X","UNCTAD","154.499590","X","UNCTAD","940.741216","X","UNCTAD","323.391507","X","UNCTAD","689.779766","X","UNCTAD","340.914469","X","UNCTAD","769.146185","X","UNCTAD","469.506015","X","UNCTAD","1242.731087","X","UNCTAD","-793.872333","X","UNCTAD","1636.219625","X","UNCTAD","2734.000000","X","UNCTAD","1975.000000","X","UNCTAD","985.256412","X","UNCTAD","582.948702","X","UNCTAD","167.875183","X","UNCTAD","233.325073","X","UNCTAD","53.998813","X","UNCTAD","304.827249","X","UNCTAD","396.077780","X","UNCTAD","452.287112","X","UNCTAD","529.894746","X","UNCTAD"
"61","Equatorial Guinea","23082","Total FDI inflows","6184","Value US$, 2015 prices","millions","117.897043","Fc","Calculated","16.477217","Fc","Calculated","67.750902","Fc","Calculated","68.323893","Fc","Calculated","218.131905","Fc","Calculated","726.504662","Fc","Calculated","159.366987","Fc","Calculated","1149.830588","Fc","Calculated","475.377643","Fc","Calculated","326.766798","Fc","Calculated","2285.021862","Fc","Calculated","767.088586","Fc","Calculated","1365.373303","Fc","Calculated","550.741456","Fc","Calculated","892.714887","Fc","Calculated","484.679388","Fc","Calculated","1141.198644","Fc","Calculated","-568.387377","Fc","Calculated","1560.280761","Fc","Calculated","2189.319261","Fc","Calculated","1287.341038","Fc","Calculated","662.655725","Fc","Calculated","383.526452","Fc","Calculated","111.955600","Fc","Calculated","233.325073","Fc","Calculated","57.712682","Fc","Calculated","283.144076","Fc","Calculated","316.560858","Fc","Calculated","411.151413","Fc","Calculated",,,
"178","Eritrea","23082","Total FDI inflows","6110","Value US$","millions","0.000010","X","UNCTAD","0.000010","X","UNCTAD","0.000010","X","UNCTAD","0.000010","X","UNCTAD",,,,"36.700000","X","UNCTAD","41.100000","X","UNCTAD","148.518000","X","UNCTAD","83.222100","X","UNCTAD","27.870107","X","UNCTAD","12.131626","X","UNCTAD","22.766166","X","UNCTAD","24.999786","X","UNCTAD","24.103665","X","UNCTAD","1.431554","X","UNCTAD","15.375610","X","UNCTAD","7.206504","X","UNCTAD","39.000000","X","UNCTAD","91.000000","X","UNCTAD","91.000000","X","UNCTAD","39.000000","X","UNCTAD","41.358000","X","UNCTAD","43.859000","X","UNCTAD","46.511000","X","UNCTAD","49.323000","X","UNCTAD","52.305000","X","UNCTAD","55.468000","X","UNCTAD","61.015000","X","UNCTAD","67.116000","X","UNCTAD","73.828000","X","UNCTAD"
"178","Eritrea","23082","Total FDI inflows","6184","Value US$, 2015 prices","millions","0.000021","Fc","Calculated","0.000021","Fc","Calculated","0.000020","Fc","Calculated","0.000018","Fc","Calculated",,,,"70.554129","Fc","Calculated","82.525480","Fc","Calculated","310.939342","Fc","Calculated","181.153502","Fc","Calculated","68.293853","Fc","Calculated","24.461933","Fc","Calculated","51.502269","Fc","Calculated","48.821224","Fc","Calculated","35.954851","Fc","Calculated","2.187378","Fc","Calculated","27.264765","Fc","Calculated","11.910829","Fc","Calculated","57.406211","Fc","Calculated","106.923597","Fc","Calculated","96.691041","Fc","Calculated","40.098045","Fc","Calculated","39.676509","Fc","Calculated","43.389525","Fc","Calculated","45.295716","Fc","Calculated","49.323000","Fc","Calculated","52.023035","Fc","Calculated","56.677266","Fc","Calculated","66.897131","Fc","Calculated","77.326679","Fc","Calculated",,,
"63","Estonia","23080","FDI inflows to Agriculture, Forestry and Fishing","6110","Value US$","millions",,,,,,,,,,"2.900000","X","UNCTAD","-2.400000","X","UNCTAD","-7.900000","X","UNCTAD","1.900000","X","UNCTAD","5.900000","X","UNCTAD","10.100000","X","UNCTAD","3.700000","X","UNCTAD","-1.700000","X","UNCTAD","-5.700000","X","UNCTAD","8.000000","X","UNCTAD","-0.900000","X","UNCTAD","18.200001","X","UNCTAD","20.840000","X","OECD","23.100000","X","OECD","12.980000","X","OECD","-11.310000","X","OECD","30.540000","X","OECD","59.140000","X","OECD","179.040000","X","OECD","38.770000","X","OECD","12.490000","X","OECD","26.030000","X","OECD","28.060000","X","OECD","31.500000","X","OECD","31.650000","X","OECD","30.350000","X","OECD",,,
"63","Estonia","23080","FDI inflows to Agriculture, Forestry and Fishing","6184","Value US$, 2015 prices","millions",,,,,,,,,,"6.816008","Fc","Calculated","-5.524976","Fc","Calculated","-17.859404","Fc","Calculated","4.506278","Fc","Calculated","13.273162","Fc","Calculated","22.210152","Fc","Calculated","9.069850","Fc","Calculated","-4.020433","Fc","Calculated","-12.223733","Fc","Calculated","13.773820","Fc","Calculated","-1.345650","Fc","Calculated","25.669923","Fc","Calculated","26.707334","Fc","Calculated","24.154589","Fc","Calculated","11.875355","Fc","Calculated","-10.911301","Fc","Calculated","30.346993","Fc","Calculated","53.159073","Fc","Calculated","167.384984","Fc","Calculated","33.712750","Fc","Calculated","10.557636","Fc","Calculated","26.030000","Fc","Calculated","27.509534","Fc","Calculated","29.326059","Fc","Calculated","27.055213","Fc","Calculated","26.513265","Fc","Calculated",,,
"63","Estonia","23080","FDI inflows to Agriculture, Forestry and Fishing","6141","Share of Total FDI inflows US$","%",,,,,,,,,,"1.352918","Fc","Calculated","-1.241440","Fc","Calculated","-5.363535","Fc","Calculated","0.709625","Fc","Calculated","1.020108","Fc","Calculated","3.335726","Fc","Calculated","0.945693","Fc","Calculated","-0.315230","Fc","Calculated","-1.974176","Fc","Calculated","0.862070","Fc","Calculated","-0.094032","Fc","Calculated","0.650192","Fc","Calculated","1.561739","Fc","Calculated","0.999476","Fc","Calculated","0.709412","Fc","Calculated","-0.614861","Fc","Calculated","2.024471","Fc","Calculated","5.886920","Fc","Calculated","11.440689","Fc","Calculated","5.028123","Fc","Calculated","1.824568","Fc","Calculated","73.294508","Fc","Calculated","2.648645","Fc","Calculated","1.621711","Fc","Calculated","2.113162","Fc","Calculated","0.981777","Fc","Calculated",,,
"63","Estonia","23081","FDI inflows to Food, Beverages and Tobacco","6110","Value US$","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.770000","X","OECD","29.180000","X","OECD","-33.400000","X","OECD","97.800000","X","OECD","56.120000","X","OECD","-9.800000","X","OECD","-100.480000","X","OECD","23.340000","X","OECD","-32.730000","X","OECD","59.310000","X","OECD","11.350000","X","OECD","62.460000","X","OECD","59.840000","X","OECD","-13.450000","X","OECD",,,
"63","Estonia","23081","FDI inflows to Food, Beverages and Tobacco","6184","Value US$, 2015 prices","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.336084","Fc","Calculated","30.512161","Fc","Calculated","-30.557538","Fc","Calculated","94.352365","Fc","Calculated","55.765332","Fc","Calculated","-8.808910","Fc","Calculated","-93.939026","Fc","Calculated","20.295476","Fc","Calculated","-27.666247","Fc","Calculated","59.310000","Fc","Calculated","11.127342","Fc","Calculated","58.149386","Fc","Calculated","51.152732","Fc","Calculated","-11.749701","Fc","Calculated",,,
"63","Estonia","23081","FDI inflows to Food, Beverages and Tobacco","6141","Share of Total FDI inflows US$","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.481554","Fc","Calculated","1.262541","Fc","Calculated","-1.825451","Fc","Calculated","5.316832","Fc","Calculated","3.720149","Fc","Calculated","-0.975513","Fc","Calculated","-6.420690","Fc","Calculated","3.026989","Fc","Calculated","-4.781274","Fc","Calculated","167.003352","Fc","Calculated","1.071351","Fc","Calculated","3.215621","Fc","Calculated","3.995312","Fc","Calculated","-0.435088","Fc","Calculated",,,
"63","Estonia","23082","Total FDI inflows","6110","Value US$","millions",,,,"81.899988","X","UNCTAD","161.129593","X","UNCTAD","214.351563","X","UNCTAD","193.323916","X","UNCTAD","147.290926","X","UNCTAD","267.746878","X","UNCTAD","578.370361","X","UNCTAD","302.782681","X","UNCTAD","391.247466","X","UNCTAD","539.289134","X","UNCTAD","288.728060","X","UNCTAD","927.999377","X","UNCTAD","957.117580","X","UNCTAD","2799.174252","X","UNCTAD","1334.410098","X","UNCTAD","2311.211571","X","UNCTAD","1829.684696","X","UNCTAD","1839.441378","X","UNCTAD","1508.541875","X","UNCTAD","1004.599954","X","UNCTAD","1564.940755","X","UNCTAD","771.063152","X","UNCTAD","684.545587","X","UNCTAD","35.514257","X","UNCTAD","1059.409595","X","UNCTAD","1942.393310","X","UNCTAD","1497.755249","X","UNCTAD","3091.332008","X","UNCTAD","3155.933563","X","UNCTAD"
"63","Estonia","23082","Total FDI inflows","6184","Value US$, 2015 prices","millions",,,,"201.262097","Fc","Calculated","386.797048","Fc","Calculated","503.800659","Fc","Calculated","445.045859","Fc","Calculated","332.978239","Fc","Calculated","635.022028","Fc","Calculated","1301.153102","Fc","Calculated","665.826672","Fc","Calculated","959.069155","Fc","Calculated","1275.397630","Fc","Calculated","619.181524","Fc","Calculated","1597.762059","Fc","Calculated","1431.049786","Fc","Calculated","3948.054026","Fc","Calculated","1710.102521","Fc","Calculated","2416.725821","Fc","Calculated","1673.971836","Fc","Calculated","1774.597582","Fc","Calculated","1499.008183","Fc","Calculated","903.003078","Fc","Calculated","1463.067374","Fc","Calculated","670.483867","Fc","Calculated","578.637556","Fc","Calculated","35.514257","Fc","Calculated","1038.626675","Fc","Calculated","1808.340992","Fc","Calculated","1280.318721","Fc","Calculated","2700.537261","Fc","Calculated",,,
"63","Estonia","23083","FDI outflows to Agriculture, Forestry and Fishing","6110","Value US$","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.800000","X","UNCTAD","2.600000","X","UNCTAD","-0.300000","X","UNCTAD","-3.500000","X","UNCTAD","2.280000","X","OECD","1.620000","X","OECD","3.080000","X","OECD","-0.450000","X","OECD","2.060000","X","OECD","3.500000","X","OECD","-2.170000","X","OECD","4.100000","X","OECD","0.900000","X","OECD","-0.400000","X","OECD","4.210000","X","OECD","2.870000","X","OECD","20.960000","X","OECD","3.130000","X","OECD",,,
"63","Estonia","23083","FDI outflows to Agriculture, Forestry and Fishing","6184","Value US$, 2015 prices","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.715612","Fc","Calculated","4.476492","Fc","Calculated","-0.448550","Fc","Calculated","-4.936523","Fc","Calculated","2.921916","Fc","Calculated","1.693958","Fc","Calculated","2.817881","Fc","Calculated","-0.434137","Fc","Calculated","2.046981","Fc","Calculated","3.146039","Fc","Calculated","-2.028739","Fc","Calculated","3.565186","Fc","Calculated","0.760758","Fc","Calculated","-0.400000","Fc","Calculated","4.127411","Fc","Calculated","2.671930","Fc","Calculated","17.917133","Fc","Calculated","2.734317","Fc","Calculated",,,
"63","Estonia","23083","FDI outflows to Agriculture, Forestry and Fishing","6142","Share of Total FDI outflows US$","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.607762","Fc","Calculated","1.677130","Fc","Calculated","-0.111560","Fc","Calculated","-0.528036","Fc","Calculated","0.224235","Fc","Calculated","0.096191","Fc","Calculated","0.269749","Fc","Calculated","-0.032727","Fc","Calculated","1.232570","Fc","Calculated","-0.240704","Fc","Calculated","-0.205972","Fc","Calculated","0.794361","Fc","Calculated","2.140397","Fc","Calculated","-0.219665","Fc","Calculated","0.864611","Fc","Calculated","0.325768","Fc","Calculated","36.110347","Fc","Calculated","0.157501","Fc","Calculated",,,
"63","Estonia","23084","FDI outflows to Food, Beverages and Tobacco","6110","Value US$","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2.200000","X","OECD","28.310000","X","OECD","22.660000","X","OECD","-2.260000","X","OECD","-1.460000","X","OECD","-2.340000","X","OECD","6.180000","X","OECD","8.530000","X","OECD","-4.270000","X","OECD","46.540000","X","OECD","8.150000","X","OECD","-35.710000","X","OECD","1.190000","X","OECD","-14.630000","X","OECD",,,
"63","Estonia","23084","FDI outflows to Food, Beverages and Tobacco","6184","Value US$, 2015 prices","millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2.819392","Fc","Calculated","29.602443","Fc","Calculated","20.731551","Fc","Calculated","-2.180331","Fc","Calculated","-1.450773","Fc","Calculated","-2.103352","Fc","Calculated","5.777699","Fc","Calculated","7.417327","Fc","Calculated","-3.609376","Fc","Calculated","46.540000","Fc","Calculated","7.990118","Fc","Calculated","-33.245510","Fc","Calculated","1.017242","Fc","Calculated","-12.780530","Fc","Calculated",,,
"63","Estonia","23084","FDI outflows to Food, Beverages and Tobacco","6142","Share of Total FDI outflows US$","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-0.216367","Fc","Calculated","1.680975","Fc","Calculated","1.984584","Fc","Calculated","-0.164363","Fc","Calculated","-0.873569","Fc","Calculated","0.160928","Fc","Calculated","0.586594","Fc","Calculated","1.652659","Fc","Calculated","-10.154994","Fc","Calculated","25.557967","Fc","Calculated","1.673772","Fc","Calculated","-4.053368","Fc","Calculated","2.050158","Fc","Calculated","-0.736180","Fc","Calculated",,,
"63","Estonia","23085","Total FDI outflows","6110","Value US$","millions",,,,"1.906562","X","UNCTAD","6.089200","X","UNCTAD","2.260089","X","UNCTAD","2.485219","X","UNCTAD","39.362230","X","UNCTAD","138.693109","X","UNCTAD","5.829668","X","UNCTAD","84.485104","X","UNCTAD","61.420674","X","UNCTAD","201.787009","X","UNCTAD","131.630512","X","UNCTAD","155.026782","X","UNCTAD","268.912853","X","UNCTAD","662.833905","X","UNCTAD","1016.792512","X","UNCTAD","1684.141805","X","UNCTAD","1141.801003","X","UNCTAD","1375.002605","X","UNCTAD","167.130436","X","UNCTAD","-1454.065100","X","UNCTAD","1053.540179","X","UNCTAD","516.137858","X","UNCTAD","42.048278","X","UNCTAD","182.095861","X","UNCTAD","486.924259","X","UNCTAD","880.995746","X","UNCTAD","58.044306","X","UNCTAD","1987.286879","X","UNCTAD","218.462726","X","UNCTAD"
